<BALANCE>,Data
26961.0,2019-03-26
26961.0,2019-03-27
27300.0,2019-03-28
27118.0,2019-03-29
27129.0,2019-04-01
27468.0,2019-04-02
27807.0,2019-04-03
27920.0,2019-04-04
27928.0,2019-04-05
27928.0,2019-04-08
27928.0,2019-04-09
28097.0,2019-04-10
28097.0,2019-04-11
28187.0,2019-04-12
28347.0,2019-04-15
28696.0,2019-04-16
29035.0,2019-04-17
28407.0,2019-04-18
28654.0,2019-04-22
28445.0,2019-04-23
28784.0,2019-04-24
28886.0,2019-04-25
28926.0,2019-04-26
29136.0,2019-04-29
29286.0,2019-04-30
29286.0,2019-05-02
29360.0,2019-05-03
29360.0,2019-05-06
29160.0,2019-05-07
29308.0,2019-05-08
29478.0,2019-05-09
29706.0,2019-05-10
29706.0,2019-05-13
29429.0,2019-05-14
29235.0,2019-05-15
29235.0,2019-05-16
29772.0,2019-05-17
30111.0,2019-05-20
30268.0,2019-05-21
29891.0,2019-05-22
29956.0,2019-05-23
30261.0,2019-05-24
30301.0,2019-05-27
30307.0,2019-05-28
29968.0,2019-05-29
30335.0,2019-05-30
30635.0,2019-05-31
30837.0,2019-06-03
31019.0,2019-06-04
31358.0,2019-06-05
31729.0,2019-06-06
31621.0,2019-06-07
31681.0,2019-06-10
31552.0,2019-06-11
31763.0,2019-06-12
31873.0,2019-06-13
31837.0,2019-06-14
31897.0,2019-06-17
31672.0,2019-06-18
31994.0,2019-06-19
31889.0,2019-06-21
31823.0,2019-06-24
31823.0,2019-06-25
31612.0,2019-06-26
31842.0,2019-06-27
32098.0,2019-06-28
32375.0,2019-07-01
32442.0,2019-07-02
32243.0,2019-07-03
32113.0,2019-07-04
32204.0,2019-07-05
31864.0,2019-07-08
32119.0,2019-07-10
32119.0,2019-07-11
32509.0,2019-07-12
32549.0,2019-07-15
32707.0,2019-07-16
32717.0,2019-07-17
32867.0,2019-07-18
32867.0,2019-07-19
32606.0,2019-07-22
32819.0,2019-07-23
33007.0,2019-07-24
33346.0,2019-07-25
33478.0,2019-07-26
33658.0,2019-07-29
33640.0,2019-07-30
33979.0,2019-07-31
34318.0,2019-08-01
34460.0,2019-08-02
34460.0,2019-08-05
34474.0,2019-08-06
34813.0,2019-08-07
34193.0,2019-08-08
34211.0,2019-08-09
34141.0,2019-08-12
34226.0,2019-08-13
34226.0,2019-08-14
34565.0,2019-08-15
34605.0,2019-08-16
34924.0,2019-08-19
35263.0,2019-08-20
35043.0,2019-08-21
35382.0,2019-08-22
35382.0,2019-08-23
35721.0,2019-08-26
36200.0,2019-08-27
35967.0,2019-08-28
36124.0,2019-08-29
36228.0,2019-08-30
36228.0,2019-09-02
36385.0,2019-09-03
36269.0,2019-09-04
36540.0,2019-09-05
36306.0,2019-09-06
36541.0,2019-09-09
36057.0,2019-09-10
