<BALANCE>,Data
10698.0,2019-09-13
10771.0,2019-09-16
10762.0,2019-09-17
10782.0,2019-09-18
10786.0,2019-09-19
10818.0,2019-09-20
10822.0,2019-09-23
10875.0,2019-09-24
10938.0,2019-09-25
11004.0,2019-09-26
11032.0,2019-09-27
11086.0,2019-09-30
11091.0,2019-10-01
10830.0,2019-10-02
10846.0,2019-10-03
10867.0,2019-10-04
10901.0,2019-10-07
10993.0,2019-10-08
11080.0,2019-10-09
11091.0,2019-10-10
10998.0,2019-10-11
11045.0,2019-10-14
11050.0,2019-10-15
11100.0,2019-10-16
11139.0,2019-10-17
11142.0,2019-10-18
11167.0,2019-10-21
11199.0,2019-10-22
11255.0,2019-10-23
11263.0,2019-10-24
11243.0,2019-10-25
11245.0,2019-10-28
11252.0,2019-10-29
11166.0,2019-10-30
10905.0,2019-10-31
10817.0,2019-11-01
10856.0,2019-11-04
10892.0,2019-11-05
10848.0,2019-11-06
10907.0,2019-11-07
10880.0,2019-11-08
10944.0,2019-11-11
10986.0,2019-11-12
11057.0,2019-11-13
11130.0,2019-11-14
11232.0,2019-11-18
11257.0,2019-11-19
11275.0,2019-11-21
11339.0,2019-11-22
11433.0,2019-11-25
11172.0,2019-11-26
11237.0,2019-11-27
11291.0,2019-11-28
11304.0,2019-11-29
11210.0,2019-12-02
11222.0,2019-12-03
11275.0,2019-12-04
11305.0,2019-12-05
11307.0,2019-12-06
11328.0,2019-12-09
11361.0,2019-12-10
11404.0,2019-12-11
11311.0,2019-12-12
11345.0,2019-12-13
11368.0,2019-12-16
11368.0,2019-12-17
11107.0,2019-12-18
11124.0,2019-12-19
11106.0,2019-12-20
11117.0,2019-12-23
11174.0,2019-12-26
11193.0,2019-12-27
11248.0,2019-12-30
