<BALANCE>,Data
6552.0,2018-10-23
6629.0,2018-10-24
6910.0,2018-10-25
7115.0,2018-10-26
7354.0,2018-10-29
7394.0,2018-10-30
7252.0,2018-10-31
7599.0,2018-11-01
7457.0,2018-11-05
7411.0,2018-11-06
7291.0,2018-11-07
7470.0,2018-11-08
7530.0,2018-11-09
7623.0,2018-11-12
7680.0,2018-11-13
7740.0,2018-11-14
7740.0,2018-11-16
7875.0,2018-11-19
7807.0,2018-11-21
7659.0,2018-11-22
7719.0,2018-11-23
7796.0,2018-11-26
7694.0,2018-11-27
7795.0,2018-11-28
8074.0,2018-11-29
7802.0,2018-11-30
7770.0,2018-12-03
7981.0,2018-12-04
8121.0,2018-12-05
8375.0,2018-12-06
8536.0,2018-12-07
8755.0,2018-12-10
8883.0,2018-12-11
8769.0,2018-12-12
8605.0,2018-12-13
8251.0,2018-12-14
8016.0,2018-12-17
7852.0,2018-12-18
7952.0,2018-12-19
7972.0,2018-12-20
8083.0,2018-12-21
8262.0,2018-12-26
8260.0,2018-12-27
8260.0,2018-12-28
8277.0,2019-01-02
8253.0,2019-01-03
8261.0,2019-01-04
7968.0,2019-01-07
8068.0,2019-01-08
7978.0,2019-01-09
8096.0,2019-01-10
8040.0,2019-01-11
8219.0,2019-01-14
8288.0,2019-01-15
7996.0,2019-01-16
8047.0,2019-01-17
7824.0,2019-01-18
7772.0,2019-01-21
8051.0,2019-01-22
8138.0,2019-01-23
8158.0,2019-01-24
8139.0,2019-01-28
8378.0,2019-01-29
8516.0,2019-01-30
8448.0,2019-01-31
8454.0,2019-02-01
8474.0,2019-02-04
8270.0,2019-02-05
8409.0,2019-02-06
8529.0,2019-02-07
8788.0,2019-02-08
8666.0,2019-02-11
8953.0,2019-02-12
9252.0,2019-02-13
9239.0,2019-02-14
8999.0,2019-02-15
9059.0,2019-02-18
9001.0,2019-02-19
9035.0,2019-02-20
8721.0,2019-02-21
8594.0,2019-02-22
8701.0,2019-02-25
8745.0,2019-02-26
8613.0,2019-02-27
8776.0,2019-02-28
8682.0,2019-03-01
8588.0,2019-03-06
8664.0,2019-03-07
8704.0,2019-03-08
8704.0,2019-03-11
8604.0,2019-03-12
8629.0,2019-03-13
8399.0,2019-03-14
8590.0,2019-03-15
8573.0,2019-03-18
8635.0,2019-03-19
8919.0,2019-03-20
8797.0,2019-03-21
8898.0,2019-03-22
9157.0,2019-03-25
9177.0,2019-03-26
9277.0,2019-03-27
9277.0,2019-03-28
9012.0,2019-03-29
8820.0,2019-04-01
8827.0,2019-04-02
8984.0,2019-04-03
9223.0,2019-04-04
9190.0,2019-04-05
8952.0,2019-04-08
9012.0,2019-04-09
9008.0,2019-04-10
9008.0,2019-04-11
9307.0,2019-04-12
9289.0,2019-04-15
9230.0,2019-04-16
9330.0,2019-04-17
9529.0,2019-04-18
9738.0,2019-04-22
9599.0,2019-04-23
9842.0,2019-04-24
9882.0,2019-04-25
9716.0,2019-04-26
9591.0,2019-04-29
9669.0,2019-04-30
9697.0,2019-05-02
9663.0,2019-05-03
9683.0,2019-05-06
9792.0,2019-05-07
9690.0,2019-05-08
9710.0,2019-05-09
9813.0,2019-05-10
9801.0,2019-05-13
9901.0,2019-05-14
9961.0,2019-05-15
10267.0,2019-05-16
10705.0,2019-05-17
10924.0,2019-05-20
10941.0,2019-05-21
10969.0,2019-05-22
11071.0,2019-05-23
11009.0,2019-05-24
11057.0,2019-05-27
11316.0,2019-05-28
10613.0,2019-05-29
10752.0,2019-05-30
10792.0,2019-05-31
10612.0,2019-06-03
10608.0,2019-06-04
10833.0,2019-06-05
10928.0,2019-06-06
10712.0,2019-06-07
10745.0,2019-06-10
10924.0,2019-06-11
10984.0,2019-06-12
11077.0,2019-06-13
11246.0,2019-06-14
11102.0,2019-06-17
10964.0,2019-06-18
10932.0,2019-06-19
10845.0,2019-06-21
10945.0,2019-06-24
10965.0,2019-06-25
11084.0,2019-06-26
11028.0,2019-06-27
11066.0,2019-06-28
11065.0,2019-07-01
10655.0,2019-07-02
10587.0,2019-07-03
10513.0,2019-07-04
10324.0,2019-07-05
9922.0,2019-07-08
10032.0,2019-07-10
10069.0,2019-07-11
10341.0,2019-07-12
10321.0,2019-07-15
10318.0,2019-07-16
10259.0,2019-07-17
10303.0,2019-07-18
10502.0,2019-07-19
10316.0,2019-07-22
10356.0,2019-07-23
10507.0,2019-07-24
10662.0,2019-07-25
10656.0,2019-07-26
10626.0,2019-07-29
10651.0,2019-07-30
10612.0,2019-07-31
10831.0,2019-08-01
11130.0,2019-08-02
11130.0,2019-08-05
11230.0,2019-08-06
11270.0,2019-08-07
11242.0,2019-08-08
11168.0,2019-08-09
11102.0,2019-08-12
10904.0,2019-08-13
10722.0,2019-08-14
10961.0,2019-08-15
11055.0,2019-08-16
11274.0,2019-08-19
11290.0,2019-08-20
11268.0,2019-08-21
11294.0,2019-08-22
11152.0,2019-08-23
11371.0,2019-08-26
11789.0,2019-08-27
11832.0,2019-08-28
11650.0,2019-08-29
11608.0,2019-08-30
11734.0,2019-09-02
11814.0,2019-09-03
11710.0,2019-09-04
11712.0,2019-09-05
11620.0,2019-09-06
12018.0,2019-09-09
11779.0,2019-09-10
11849.0,2019-09-11
